Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-1243;FIN;Media;272286;Alta;4;3;31/01/2025;26/12/2025;15/01/2026;17/01/2026;351
SDATOOL-7326;CCS;Media;121952;Media;6;2;01/01/2019;20/08/2019;12/09/2019;21/09/2019;263
SDATOOL-2802;FIN;Alta;108285;Media;4;2;04/04/2023;09/10/2023;21/10/2023;28/10/2023;207
SDATOOL-4033;RIC;Media;110895;Media;3;2;14/08/2021;21/02/2022;02/03/2022;08/03/2022;206
SDATOOL-7288;FIN;Media;92073;Baja;8;2;06/12/2019;28/06/2020;12/07/2020;21/07/2020;228
SDATOOL-5798;GRM;Media;69146;Media;1;2;18/10/2021;28/03/2022;26/04/2022;30/04/2022;194
SDATOOL-3555;CIB;Alta;139789;Media;7;2;02/07/2023;06/04/2024;30/04/2024;01/05/2024;304
SDATOOL-9338;T&C;Alta;326513;Alta;8;3;07/06/2025;04/07/2026;25/07/2026;30/07/2026;418
SDATOOL-3319;GRM;Media;84171;Baja;5;2;11/03/2021;29/07/2021;23/08/2021;27/08/2021;169
SDATOOL-4400;ENG;Media;68109;Baja;4;2;16/11/2019;20/04/2020;15/05/2020;21/05/2020;187
SDATOOL-8509;CCS;Alta;62130;Media;10;1;20/07/2021;16/01/2022;31/01/2022;06/02/2022;201
SDATOOL-9399;GRM;Baja;62234;Media;8;1;12/09/2024;16/02/2025;27/02/2025;03/03/2025;172
SDATOOL-8362;ENG;Media;244046;Media;6;4;12/06/2025;01/09/2026;23/09/2026;28/09/2026;473
SDATOOL-8894;CCS;Media;89791;Media;2;2;13/02/2024;07/08/2024;23/08/2024;31/08/2024;200
SDATOOL-6266;FIN;Baja;258407;Media;7;4;07/02/2019;18/05/2020;08/06/2020;12/06/2020;491
SDATOOL-3906;T&C;Alta;172356;Baja;6;4;08/12/2023;12/12/2024;09/01/2025;18/01/2025;407
SDATOOL-6865;RIC;Alta;347072;Alta;9;3;22/10/2019;23/12/2020;02/01/2021;11/01/2021;447
SDATOOL-9348;FIN;Media;136784;Alta;2;2;11/04/2019;18/12/2019;30/12/2019;02/01/2020;266
SDATOOL-7195;FIN;Alta;46402;Baja;5;1;25/11/2023;30/03/2024;14/04/2024;16/04/2024;143
SDATOOL-3595;RIC;Baja;181990;Alta;5;2;15/03/2020;29/10/2020;17/11/2020;24/11/2020;254
SDATOOL-9665;ENG;Alta;156381;Baja;5;4;11/12/2021;19/12/2022;01/01/2023;07/01/2023;392
SDATOOL-2180;ENG;Media;123978;Media;7;2;12/07/2025;04/04/2026;24/04/2026;26/04/2026;288
SDATOOL-1340;CCS;Media;181533;Media;5;3;17/10/2024;19/08/2025;07/09/2025;08/09/2025;326
SDATOOL-4054;FIN;Alta;282164;Media;9;4;08/03/2023;05/05/2024;31/05/2024;09/06/2024;459
SDATOOL-4459;CCS;Media;212380;Alta;7;2;25/11/2019;04/10/2020;31/10/2020;05/11/2020;346
SDATOOL-1720;ENG;Media;103030;Alta;5;1;18/05/2019;15/08/2019;10/09/2019;16/09/2019;121
SDATOOL-6953;T&C;Alta;201726;Media;7;3;01/08/2019;02/08/2020;17/08/2020;21/08/2020;386
SDATOOL-3386;RIC;Baja;124809;Media;2;3;28/05/2021;06/03/2022;26/03/2022;03/04/2022;310
SDATOOL-3477;RCS;Media;290284;Alta;5;3;07/12/2025;18/10/2026;11/11/2026;14/11/2026;342
SDATOOL-4284;ENG;Alta;53868;Media;8;1;04/01/2025;14/08/2025;27/08/2025;31/08/2025;239
SDATOOL-9494;RIC;Media;40746;Baja;1;2;13/09/2024;02/02/2025;01/03/2025;02/03/2025;170
SDATOOL-6496;GRM;Baja;111761;Alta;9;1;01/03/2019;15/09/2019;24/09/2019;25/09/2019;208
SDATOOL-3999;RIC;Alta;66925;Baja;2;2;16/03/2024;10/09/2024;07/10/2024;13/10/2024;211
SDATOOL-2879;CIB;Media;78967;Media;9;1;07/12/2023;12/07/2024;06/08/2024;08/08/2024;245
SDATOOL-1684;FIN;Media;79274;Media;8;1;18/12/2019;21/05/2020;13/06/2020;15/06/2020;180
SDATOOL-8993;GRM;Media;202721;Media;7;3;15/11/2024;15/11/2025;27/11/2025;05/12/2025;385
SDATOOL-1284;ENG;Media;111871;Media;6;2;23/05/2021;14/02/2022;08/03/2022;18/03/2022;299
SDATOOL-1346;CIB;Alta;90976;Media;3;2;03/08/2025;25/02/2026;17/03/2026;26/03/2026;235
SDATOOL-4826;FIN;Alta;163201;Alta;3;2;26/05/2019;27/01/2020;24/02/2020;27/02/2020;277
SDATOOL-9376;T&C;Media;74892;Media;9;1;29/01/2021;20/09/2021;27/09/2021;06/10/2021;250
SDATOOL-3374;RIC;Baja;141031;Media;8;2;18/01/2023;01/10/2023;14/10/2023;21/10/2023;276
SDATOOL-6241;CCS;Media;34381;Baja;6;1;30/07/2025;06/12/2025;22/12/2025;29/12/2025;152
SDATOOL-6832;RCS;Alta;211536;Media;9;3;15/11/2022;11/11/2023;26/11/2023;06/12/2023;386
SDATOOL-5525;FIN;Alta;178084;Media;6;3;18/10/2025;26/08/2026;11/09/2026;18/09/2026;335
SDATOOL-9397;RCS;Media;117757;Media;6;2;16/06/2019;25/01/2020;02/02/2020;10/02/2020;239
SDATOOL-3878;RCS;Media;111927;Media;3;2;24/10/2020;28/04/2021;06/05/2021;08/05/2021;196
SDATOOL-1966;GRM;Media;237910;Alta;10;2;02/12/2020;13/11/2021;11/12/2021;12/12/2021;375
SDATOOL-6815;GRM;Baja;124924;Media;5;2;09/02/2019;20/08/2019;14/09/2019;20/09/2019;223
SDATOOL-9620;GRM;Alta;200793;Alta;6;2;08/09/2020;30/06/2021;08/07/2021;12/07/2021;307
SDATOOL-6702;FIN;Alta;94918;Baja;10;2;17/07/2020;12/03/2021;08/04/2021;14/04/2021;271
SDATOOL-5199;FIN;Alta;45495;Media;5;1;30/06/2025;28/10/2025;19/11/2025;24/11/2025;147
SDATOOL-5283;RIC;Alta;248351;Alta;9;2;04/10/2025;05/08/2026;23/08/2026;28/08/2026;328
SDATOOL-4785;GRM;Baja;149417;Media;2;3;13/03/2021;02/12/2021;26/12/2021;27/12/2021;289
SDATOOL-2445;CIB;Alta;106094;Media;6;2;08/12/2024;29/09/2025;26/10/2025;30/10/2025;326
SDATOOL-9964;RCS;Media;260969;Alta;10;2;22/07/2023;28/04/2024;26/05/2024;04/06/2024;318
SDATOOL-5225;GRM;Alta;231199;Alta;9;2;03/01/2021;11/03/2022;31/03/2022;01/04/2022;453
SDATOOL-8895;ENG;Media;104328;Alta;9;1;21/06/2021;17/01/2022;14/02/2022;23/02/2022;247
SDATOOL-7074;ENG;Media;128183;Media;1;3;25/07/2022;17/04/2023;06/05/2023;07/05/2023;286
SDATOOL-1832;ENG;Alta;83427;Media;2;2;08/01/2024;12/08/2024;01/09/2024;02/09/2024;238
SDATOOL-1474;GRM;Media;105446;Media;6;2;06/09/2020;02/06/2021;16/06/2021;26/06/2021;293
SDATOOL-6198;FIN;Media;29703;Baja;4;1;21/12/2024;27/02/2025;11/03/2025;17/03/2025;86
SDATOOL-2122;RIC;Alta;363016;Alta;9;3;05/06/2021;08/08/2022;01/09/2022;10/09/2022;462
SDATOOL-1126;RCS;Media;53106;Media;2;1;28/03/2024;06/06/2024;27/06/2024;01/07/2024;95
SDATOOL-6153;T&C;Media;28408;Media;1;1;30/05/2025;23/08/2025;12/09/2025;13/09/2025;106
SDATOOL-4210;ENG;Media;155540;Media;10;2;11/10/2020;24/08/2021;10/09/2021;17/09/2021;341
SDATOOL-8191;T&C;Baja;117472;Media;5;2;03/10/2022;10/03/2023;04/04/2023;05/04/2023;184
SDATOOL-3491;ENG;Baja;199126;Media;8;3;28/01/2022;02/02/2023;01/03/2023;04/03/2023;400
SDATOOL-1697;ENG;Media;166191;Media;2;4;26/08/2019;18/07/2020;13/08/2020;14/08/2020;354
SDATOOL-4956;T&C;Media;79754;Media;9;1;27/09/2019;29/01/2020;22/02/2020;23/02/2020;149
SDATOOL-1759;CCS;Baja;85793;Baja;6;2;26/02/2023;03/09/2023;01/10/2023;03/10/2023;219
SDATOOL-2132;RIC;Baja;132686;Media;8;2;27/06/2024;29/03/2025;05/04/2025;07/04/2025;284
SDATOOL-5074;CIB;Media;253253;Alta;10;2;13/08/2025;23/05/2026;01/06/2026;10/06/2026;301
SDATOOL-3562;ENG;Media;315243;Alta;3;4;31/03/2024;05/05/2025;26/05/2025;31/05/2025;426
SDATOOL-2353;CCS;Alta;73864;Media;10;1;30/07/2022;10/02/2023;25/02/2023;06/03/2023;219
SDATOOL-8426;ENG;Media;140635;Media;8;2;25/08/2025;06/06/2026;18/06/2026;20/06/2026;299
SDATOOL-1326;CCS;Baja;110781;Media;5;2;09/02/2023;21/07/2023;09/08/2023;13/08/2023;185
SDATOOL-3688;ENG;Alta;142963;Media;3;3;17/02/2020;10/12/2020;24/12/2020;02/01/2021;320
SDATOOL-9369;FIN;Media;152845;Alta;2;2;09/09/2022;12/04/2023;27/04/2023;01/05/2023;234
SDATOOL-7186;RCS;Baja;195869;Alta;5;2;19/01/2020;14/08/2020;10/09/2020;20/09/2020;245
SDATOOL-8207;RCS;Alta;105954;Baja;1;4;25/08/2025;20/08/2026;02/09/2026;03/09/2026;374
SDATOOL-6490;ENG;Media;75504;Baja;1;3;20/11/2022;03/08/2023;16/08/2023;17/08/2023;270
SDATOOL-4181;RIC;Media;133566;Baja;9;3;27/10/2020;29/09/2021;12/10/2021;15/10/2021;353
SDATOOL-5015;ENG;Media;433093;Alta;7;4;30/11/2024;16/02/2026;14/03/2026;20/03/2026;475
SDATOOL-1689;FIN;Alta;214687;Media;10;3;28/05/2020;31/05/2021;27/06/2021;05/07/2021;403
SDATOOL-7203;ENG;Media;18020;Baja;2;1;08/04/2023;01/07/2023;18/07/2023;19/07/2023;102
SDATOOL-3418;ENG;Alta;189875;Media;7;3;11/04/2023;09/02/2024;27/02/2024;08/03/2024;332
SDATOOL-6720;ENG;Baja;123791;Alta;1;2;27/12/2025;15/08/2026;08/09/2026;16/09/2026;263
SDATOOL-7258;FIN;Media;248583;Media;6;4;06/12/2019;28/02/2021;12/03/2021;13/03/2021;463
SDATOOL-3304;GRM;Media;40533;Media;4;1;07/09/2025;06/12/2025;19/12/2025;24/12/2025;108
SDATOOL-2044;GRM;Media;90567;Baja;1;3;23/11/2021;07/08/2022;01/09/2022;02/09/2022;283
SDATOOL-4234;ENG;Media;117081;Media;6;2;15/12/2020;20/10/2021;04/11/2021;07/11/2021;327
SDATOOL-9523;FIN;Baja;244723;Alta;3;3;07/01/2021;09/10/2021;17/10/2021;26/10/2021;292
SDATOOL-3003;FIN;Media;333512;Alta;8;3;24/01/2020;01/02/2021;13/02/2021;17/02/2021;390
SDATOOL-5422;T&C;Baja;217456;Alta;2;3;23/09/2022;11/07/2023;06/08/2023;13/08/2023;324
SDATOOL-7553;CCS;Alta;264427;Alta;4;3;21/03/2019;23/01/2020;14/02/2020;17/02/2020;333
SDATOOL-8968;ENG;Media;144161;Baja;8;3;23/04/2024;11/02/2025;04/03/2025;10/03/2025;321
SDATOOL-6427;CCS;Media;73285;Alta;2;1;08/07/2025;08/12/2025;16/12/2025;25/12/2025;170
SDATOOL-1985;RIC;Alta;378603;Alta;5;4;20/01/2024;06/02/2025;06/03/2025;08/03/2025;413
SDATOOL-7266;ENG;Alta;371116;Alta;9;3;03/07/2025;09/07/2026;04/08/2026;12/08/2026;405
SDATOOL-8885;FIN;Media;124990;Media;1;3;11/06/2025;05/02/2026;06/03/2026;07/03/2026;269
SDATOOL-1651;CIB;Media;263065;Alta;10;2;17/10/2025;30/10/2026;20/11/2026;25/11/2026;404
SDATOOL-5503;RCS;Media;207849;Media;9;3;28/12/2025;15/12/2026;07/01/2027;09/01/2027;377
SDATOOL-6471;RCS;Media;157703;Alta;2;2;11/05/2025;26/12/2025;18/01/2026;19/01/2026;253
SDATOOL-9526;RIC;Alta;175710;Alta;4;2;07/12/2025;08/08/2026;15/08/2026;17/08/2026;253
SDATOOL-7128;CCS;Baja;86907;Baja;9;2;22/06/2024;05/02/2025;16/02/2025;25/02/2025;248
SDATOOL-9566;GRM;Media;91928;Alta;4;1;04/11/2020;23/01/2021;19/02/2021;20/02/2021;108
SDATOOL-8278;ENG;Alta;183871;Media;6;3;15/05/2024;31/03/2025;11/04/2025;21/04/2025;341
SDATOOL-5192;T&C;Media;236898;Media;6;4;23/05/2023;18/06/2024;04/07/2024;14/07/2024;418
SDATOOL-9107;FIN;Media;199348;Media;3;4;02/12/2020;18/11/2021;06/12/2021;13/12/2021;376
SDATOOL-1042;T&C;Media;143908;Alta;1;2;30/05/2023;02/01/2024;21/01/2024;25/01/2024;240
SDATOOL-8512;T&C;Media;64107;Media;7;1;01/08/2020;13/01/2021;20/01/2021;28/01/2021;180
SDATOOL-4973;RIC;Media;140254;Media;3;3;05/07/2024;10/05/2025;28/05/2025;29/05/2025;328
SDATOOL-7954;ENG;Media;234941;Media;6;4;07/11/2024;11/01/2026;08/02/2026;14/02/2026;464
SDATOOL-3894;FIN;Baja;340939;Alta;8;3;13/02/2019;02/04/2020;12/04/2020;13/04/2020;425
SDATOOL-7425;GRM;Media;133086;Baja;8;3;22/06/2024;26/04/2025;10/05/2025;19/05/2025;331
SDATOOL-4975;T&C;Baja;314285;Alta;7;3;27/03/2019;11/05/2020;06/06/2020;09/06/2020;440
SDATOOL-3806;CCS;Media;299777;Media;9;4;06/06/2022;07/10/2023;16/10/2023;21/10/2023;502
SDATOOL-4760;FIN;Media;43125;Baja;6;1;27/02/2023;19/05/2023;14/06/2023;23/06/2023;116
SDATOOL-2894;ENG;Alta;114121;Media;7;2;31/08/2022;14/06/2023;13/07/2023;19/07/2023;322
SDATOOL-3515;FIN;Baja;69578;Baja;1;3;23/10/2020;28/06/2021;22/07/2021;30/07/2021;280
SDATOOL-1295;FIN;Media;235016;Alta;10;2;02/11/2025;05/08/2026;21/08/2026;30/08/2026;301
SDATOOL-8399;GRM;Media;221691;Alta;2;3;15/04/2021;20/03/2022;28/03/2022;30/03/2022;349
SDATOOL-9192;RIC;Media;79077;Media;2;2;01/08/2023;18/01/2024;06/02/2024;11/02/2024;194
SDATOOL-8425;GRM;Alta;92319;Baja;7;2;02/07/2019;19/03/2020;16/04/2020;24/04/2020;297
SDATOOL-4629;CIB;Media;124126;Alta;9;1;07/07/2023;28/03/2024;10/04/2024;13/04/2024;281
SDATOOL-3261;CCS;Baja;231631;Media;10;3;06/02/2024;10/12/2024;03/01/2025;11/01/2025;340
SDATOOL-9739;ENG;Baja;112701;Baja;10;2;12/11/2019;10/09/2020;26/09/2020;03/10/2020;326
SDATOOL-5988;CCS;Baja;109880;Media;6;2;17/10/2023;15/05/2024;30/05/2024;09/06/2024;236
SDATOOL-2988;GRM;Media;148645;Media;10;2;05/12/2025;24/10/2026;12/11/2026;20/11/2026;350
SDATOOL-2732;RIC;Media;70858;Media;1;2;26/09/2021;26/02/2022;24/03/2022;26/03/2022;181
SDATOOL-4285;FIN;Media;110903;Media;4;2;01/12/2021;21/05/2022;15/06/2022;20/06/2022;201
SDATOOL-3368;CIB;Baja;116199;Media;5;2;16/11/2023;21/05/2024;15/06/2024;24/06/2024;221
SDATOOL-7544;CIB;Media;87706;Alta;3;1;27/11/2025;16/03/2026;12/04/2026;19/04/2026;143
SDATOOL-9086;RIC;Baja;165738;Media;5;3;18/12/2020;10/09/2021;18/09/2021;22/09/2021;278
SDATOOL-3120;ENG;Media;145551;Media;10;2;18/01/2021;01/10/2021;15/10/2021;18/10/2021;273
SDATOOL-6406;CIB;Alta;135795;Media;2;3;18/05/2019;29/01/2020;24/02/2020;26/02/2020;284
SDATOOL-4472;T&C;Alta;171149;Baja;6;4;27/07/2020;27/07/2021;20/08/2021;22/08/2021;391
SDATOOL-4657;CCS;Media;81998;Alta;2;1;31/10/2021;05/04/2022;18/04/2022;26/04/2022;177
SDATOOL-7055;CIB;Alta;139774;Media;8;2;16/11/2023;30/07/2024;11/08/2024;14/08/2024;272
SDATOOL-4196;GRM;Media;210478;Media;5;4;07/12/2025;28/11/2026;27/12/2026;30/12/2026;388
SDATOOL-3823;RIC;Alta;185829;Media;7;3;07/04/2019;24/03/2020;22/04/2020;23/04/2020;382
SDATOOL-5638;ENG;Alta;106230;Media;3;2;17/01/2021;18/08/2021;03/09/2021;06/09/2021;232
SDATOOL-7817;FIN;Alta;88002;Baja;9;2;29/03/2019;07/01/2020;03/02/2020;05/02/2020;313
SDATOOL-8531;CCS;Alta;129825;Media;8;2;24/12/2024;24/09/2025;17/10/2025;21/10/2025;301
SDATOOL-5238;T&C;Media;84248;Alta;5;1;22/12/2019;15/05/2020;27/05/2020;02/06/2020;163
SDATOOL-8212;ENG;Media;115120;Media;5;2;22/04/2020;04/12/2020;30/12/2020;02/01/2021;255
SDATOOL-7771;FIN;Baja;124026;Media;2;3;24/04/2020;24/01/2021;16/02/2021;18/02/2021;300
SDATOOL-7860;RIC;Media;141270;Media;8;2;04/10/2022;23/05/2023;11/06/2023;18/06/2023;257
SDATOOL-8374;CCS;Alta;84052;Baja;9;2;19/01/2019;28/12/2019;20/01/2020;28/01/2020;374
SDATOOL-9448;T&C;Alta;192886;Alta;1;3;02/07/2022;26/04/2023;14/05/2023;21/05/2023;323
SDATOOL-6073;FIN;Media;109292;Media;4;2;16/06/2022;21/12/2022;08/01/2023;13/01/2023;211
SDATOOL-4816;GRM;Baja;37390;Baja;1;1;18/09/2019;21/11/2019;08/12/2019;17/12/2019;90
SDATOOL-3537;FIN;Alta;118751;Media;4;2;05/04/2023;09/11/2023;26/11/2023;01/12/2023;240
SDATOOL-9441;CCS;Alta;58024;Baja;1;2;12/10/2025;25/04/2026;08/05/2026;17/05/2026;217
SDATOOL-8812;CIB;Alta;73175;Media;8;1;18/04/2021;16/11/2021;07/12/2021;15/12/2021;241
SDATOOL-4204;FIN;Baja;313348;Alta;6;3;17/06/2019;01/07/2020;12/07/2020;17/07/2020;396
SDATOOL-4397;T&C;Media;136854;Media;9;2;07/06/2019;03/02/2020;23/02/2020;26/02/2020;264
SDATOOL-6683;GRM;Alta;67171;Baja;1;2;10/06/2020;21/12/2020;04/01/2021;12/01/2021;216
SDATOOL-3484;GRM;Alta;82778;Baja;9;2;02/12/2021;22/07/2022;03/08/2022;10/08/2022;251
SDATOOL-7237;GRM;Media;169142;Media;5;3;21/02/2022;26/11/2022;12/12/2022;21/12/2022;303
SDATOOL-6075;FIN;Baja;136542;Baja;9;3;20/07/2021;31/05/2022;09/06/2022;14/06/2022;329
SDATOOL-6519;CIB;Baja;148615;Media;4;3;14/01/2023;14/12/2023;23/12/2023;01/01/2024;352
SDATOOL-8421;RIC;Alta;113112;Baja;10;2;27/08/2023;04/05/2024;27/05/2024;03/06/2024;281
SDATOOL-9197;ENG;Alta;209903;Media;8;3;13/03/2019;21/12/2019;16/01/2020;19/01/2020;312
SDATOOL-8942;CIB;Media;233213;Media;10;3;10/01/2025;15/01/2026;24/01/2026;03/02/2026;389
SDATOOL-7445;T&C;Media;210455;Alta;1;3;19/04/2024;24/02/2025;18/03/2025;23/03/2025;338
SDATOOL-8109;T&C;Media;128701;Alta;9;1;09/12/2022;10/05/2023;27/05/2023;31/05/2023;173
SDATOOL-7493;RIC;Media;93777;Baja;1;3;17/02/2025;29/10/2025;14/11/2025;15/11/2025;271
SDATOOL-5099;CIB;Alta;93537;Alta;4;1;27/01/2025;04/08/2025;22/08/2025;28/08/2025;213
SDATOOL-9289;ENG;Media;231765;Media;10;3;09/11/2020;07/10/2021;01/11/2021;10/11/2021;366
SDATOOL-7329;GRM;Media;106761;Baja;4;3;09/08/2023;03/05/2024;19/05/2024;21/05/2024;286
SDATOOL-1753;CCS;Alta;249419;Alta;4;3;07/06/2020;11/04/2021;06/05/2021;13/05/2021;340
SDATOOL-8114;CCS;Media;78736;Media;10;1;26/05/2023;30/12/2023;21/01/2024;24/01/2024;243
SDATOOL-1630;ENG;Media;134226;Media;1;3;17/05/2024;24/03/2025;21/04/2025;23/04/2025;341
SDATOOL-7507;GRM;Alta;142534;Media;9;2;19/09/2019;05/08/2020;25/08/2020;31/08/2020;347
SDATOOL-4371;RIC;Media;219503;Alta;8;2;31/05/2024;27/03/2025;20/04/2025;29/04/2025;333
SDATOOL-6199;RCS;Alta;98131;Media;4;2;30/09/2023;01/04/2024;16/04/2024;18/04/2024;201
SDATOOL-4853;ENG;Baja;346994;Alta;8;3;18/08/2023;02/07/2024;25/07/2024;04/08/2024;352
SDATOOL-3611;RIC;Media;323466;Alta;8;3;21/08/2025;06/09/2026;15/09/2026;22/09/2026;397
SDATOOL-5531;FIN;Baja;133634;Baja;8;3;01/01/2021;12/11/2021;24/11/2021;04/12/2021;337
SDATOOL-5388;CCS;Media;166112;Alta;4;2;12/08/2019;09/03/2020;29/03/2020;05/04/2020;237
SDATOOL-6326;FIN;Media;112554;Media;4;2;15/05/2023;11/11/2023;24/11/2023;04/12/2023;203
SDATOOL-1983;RIC;Media;225381;Alta;7;2;04/12/2022;02/09/2023;11/09/2023;17/09/2023;287
SDATOOL-2782;ENG;Media;123135;Media;5;2;26/07/2022;18/01/2023;14/02/2023;20/02/2023;209
SDATOOL-1810;T&C;Media;361694;Alta;9;3;17/09/2024;21/11/2025;02/12/2025;04/12/2025;443
SDATOOL-6778;GRM;Alta;131378;Media;1;3;19/07/2024;14/05/2025;24/05/2025;02/06/2025;318
SDATOOL-1230;GRM;Alta;81578;Baja;8;2;28/08/2021;24/05/2022;09/06/2022;17/06/2022;293
SDATOOL-6719;CIB;Alta;21224;Baja;3;1;21/11/2023;08/03/2024;27/03/2024;28/03/2024;128
SDATOOL-3724;CCS;Media;77049;Media;9;1;09/12/2020;17/07/2021;31/07/2021;08/08/2021;242
SDATOOL-7742;RCS;Alta;138905;Alta;1;2;21/11/2021;03/08/2022;13/08/2022;19/08/2022;271
SDATOOL-8753;CCS;Baja;208722;Media;9;3;15/02/2023;07/02/2024;01/03/2024;11/03/2024;390
SDATOOL-9339;CIB;Alta;128507;Media;2;3;06/11/2020;03/08/2021;20/08/2021;29/08/2021;296
SDATOOL-7853;ENG;Baja;257124;Alta;3;3;11/01/2019;09/12/2019;21/12/2019;24/12/2019;347
SDATOOL-7398;CCS;Media;79888;Alta;5;1;26/11/2022;01/05/2023;24/05/2023;30/05/2023;185
SDATOOL-8196;CIB;Media;155928;Alta;2;2;10/09/2023;18/04/2024;16/05/2024;26/05/2024;259
SDATOOL-6540;CIB;Baja;72197;Media;8;1;17/01/2023;19/09/2023;05/10/2023;06/10/2023;262
SDATOOL-5158;ENG;Media;231405;Media;10;3;04/08/2024;17/11/2025;29/11/2025;07/12/2025;490
SDATOOL-7144;RIC;Media;249648;Alta;10;2;29/12/2024;17/08/2025;02/09/2025;04/09/2025;249
SDATOOL-9538;CIB;Media;146112;Media;10;2;27/05/2023;18/05/2024;28/05/2024;31/05/2024;370
SDATOOL-8323;GRM;Media;37731;Baja;6;1;30/07/2019;18/12/2019;11/01/2020;16/01/2020;170
SDATOOL-5498;GRM;Media;59724;Media;5;1;10/10/2020;12/01/2021;08/02/2021;17/02/2021;130
SDATOOL-5970;CIB;Media;341671;Alta;9;3;02/04/2025;02/07/2026;22/07/2026;01/08/2026;486
SDATOOL-5602;RIC;Media;214174;Media;9;3;07/11/2025;27/10/2026;06/11/2026;07/11/2026;365
SDATOOL-6930;CCS;Media;87453;Media;2;2;17/11/2024;19/04/2025;12/05/2025;17/05/2025;181
SDATOOL-6246;FIN;Media;84746;Media;9;1;13/11/2022;15/05/2023;28/05/2023;31/05/2023;199
SDATOOL-3744;ENG;Alta;73724;Media;8;1;21/08/2024;12/02/2025;10/03/2025;14/03/2025;205
SDATOOL-2418;CCS;Media;85840;Baja;1;3;26/03/2023;24/11/2023;12/12/2023;17/12/2023;266
SDATOOL-9742;T&C;Baja;126889;Media;5;2;10/02/2021;02/08/2021;31/08/2021;07/09/2021;209
SDATOOL-9440;GRM;Baja;363057;Alta;4;4;25/05/2024;06/06/2025;26/06/2025;05/07/2025;406
SDATOOL-2961;T&C;Alta;123914;Alta;10;1;09/08/2022;27/06/2023;09/07/2023;12/07/2023;337
SDATOOL-9126;RIC;Media;203433;Alta;7;2;06/01/2025;14/11/2025;10/12/2025;14/12/2025;342
SDATOOL-6752;RCS;Media;121475;Alta;10;1;30/05/2021;12/12/2021;26/12/2021;30/12/2021;214
SDATOOL-6378;ENG;Media;189690;Alta;6;2;26/09/2024;03/09/2025;11/09/2025;19/09/2025;358
SDATOOL-7558;GRM;Alta;161532;Alta;3;2;28/02/2019;08/11/2019;07/12/2019;10/12/2019;285
SDATOOL-7104;RCS;Media;91833;Media;2;2;29/11/2025;11/06/2026;24/06/2026;02/07/2026;215
SDATOOL-5993;GRM;Media;314236;Alta;7;3;03/08/2021;17/08/2022;12/09/2022;19/09/2022;412
SDATOOL-7743;CIB;Media;116661;Alta;8;1;20/10/2022;02/06/2023;26/06/2023;05/07/2023;258
SDATOOL-2965;RIC;Alta;204232;Media;7;3;11/12/2023;27/10/2024;16/11/2024;18/11/2024;343
SDATOOL-5195;ENG;Baja;59321;Media;9;1;30/05/2021;11/12/2021;23/12/2021;27/12/2021;211
SDATOOL-7904;FIN;Baja;98753;Media;2;2;01/04/2019;23/09/2019;19/10/2019;21/10/2019;203
SDATOOL-5122;ENG;Media;205889;Media;9;3;19/01/2025;26/01/2026;24/02/2026;04/03/2026;409
SDATOOL-8804;T&C;Alta;253820;Alta;3;3;08/07/2021;27/05/2022;10/06/2022;18/06/2022;345
SDATOOL-9518;RIC;Media;217737;Alta;1;3;01/08/2025;17/06/2026;30/06/2026;09/07/2026;342
SDATOOL-7985;T&C;Alta;218871;Media;9;3;08/06/2025;03/05/2026;13/05/2026;19/05/2026;345
SDATOOL-9853;CIB;Alta;85033;Alta;6;1;13/07/2024;06/02/2025;05/03/2025;15/03/2025;245
SDATOOL-5452;ENG;Media;136019;Baja;7;3;08/10/2024;08/10/2025;17/10/2025;20/10/2025;377
SDATOOL-8245;RCS;Media;388036;Alta;5;4;16/01/2023;17/02/2024;07/03/2024;14/03/2024;423
SDATOOL-2593;GRM;Media;45042;Media;5;1;01/01/2022;10/03/2022;31/03/2022;03/04/2022;92
SDATOOL-2823;CIB;Media;169031;Media;6;3;20/12/2019;15/11/2020;06/12/2020;16/12/2020;362
SDATOOL-9978;FIN;Media;93123;Baja;8;2;29/05/2020;14/12/2020;05/01/2021;13/01/2021;229
SDATOOL-5315;FIN;Alta;146105;Baja;8;3;17/01/2021;18/01/2022;06/02/2022;12/02/2022;391
SDATOOL-5733;T&C;Alta;112544;Media;5;2;13/07/2022;01/04/2023;10/04/2023;12/04/2023;273
SDATOOL-5650;ENG;Media;209397;Alta;7;2;07/03/2019;16/12/2019;12/01/2020;18/01/2020;317
SDATOOL-2165;ENG;Media;284311;Media;9;4;11/04/2019;14/06/2020;07/07/2020;15/07/2020;461
SDATOOL-5132;GRM;Alta;152306;Baja;6;4;14/12/2022;03/01/2024;19/01/2024;28/01/2024;410
SDATOOL-1954;ENG;Baja;119761;Media;1;3;02/10/2021;30/06/2022;27/07/2022;04/08/2022;306
SDATOOL-1365;ENG;Baja;189637;Media;7;3;08/08/2025;20/09/2026;29/09/2026;08/10/2026;426
SDATOOL-6714;ENG;Media;67301;Media;5;1;20/09/2020;24/01/2021;09/02/2021;10/02/2021;143
SDATOOL-2130;GRM;Media;117754;Baja;4;3;25/05/2022;02/01/2023;27/01/2023;06/02/2023;257
