Código de proyecto;Área;Prioridad;Presupuesto;Complejidad técnica;Número de dependencias asociadas;Time to market teórico en Q's;Fecha de inicio de ejecución;Fecha fin de ejecución;Fecha pase a producción;Fecha de uso por el personal;Time to market
SDATOOL-1559;FIN;Media;90240;Media;3;2;15/01/2019;22/08/2019;29/08/2019;01/09/2019;228
SDATOOL-6676;CIB;Alta;86749;Baja;9;2;02/12/2019;12/09/2020;09/10/2020;10/10/2020;312
SDATOOL-7745;ENG;Baja;492806;Alta;10;4;01/01/2019;03/03/2020;19/03/2020;25/03/2020;449
SDATOOL-6244;FIN;Media;102912;Media;3;2;08/10/2023;06/04/2024;17/04/2024;22/04/2024;196
SDATOOL-5676;FIN;Baja;79760;Baja;8;2;26/07/2023;03/04/2024;29/04/2024;06/05/2024;284
SDATOOL-9653;FIN;Alta;86817;Baja;5;2;18/11/2021;20/05/2022;18/06/2022;23/06/2022;216
SDATOOL-5632;RCS;Alta;202667;Media;9;3;01/01/2019;28/01/2019;26/02/2019;03/03/2019;61
SDATOOL-5476;FIN;Media;90627;Media;4;2;11/09/2023;12/02/2024;01/03/2024;02/03/2024;172
SDATOOL-5923;CCS;Alta;165742;Media;6;3;07/07/2021;16/06/2022;25/06/2022;01/07/2022;358
SDATOOL-1992;T&C;Media;114067;Media;1;3;01/01/2019;28/08/2019;09/09/2019;19/09/2019;261
SDATOOL-2554;RIC;Alta;351578;Alta;4;4;01/01/2019;15/04/2019;29/04/2019;01/05/2019;120
SDATOOL-7382;T&C;Media;95258;Baja;3;3;19/06/2021;24/02/2022;14/03/2022;23/03/2022;276
SDATOOL-6187;FIN;Baja;399841;Alta;6;4;07/12/2019;04/02/2021;28/02/2021;06/03/2021;455
SDATOOL-7403;ENG;Media;214830;Alta;6;2;07/07/2023;18/05/2024;05/06/2024;08/06/2024;336
SDATOOL-1750;ENG;Alta;251830;Alta;3;3;28/01/2021;06/12/2021;04/01/2022;11/01/2022;347
SDATOOL-3903;CIB;Alta;81178;Baja;4;2;03/05/2024;07/11/2024;27/11/2024;06/12/2024;216
SDATOOL-9451;CIB;Alta;97147;Baja;1;3;01/01/2019;30/07/2019;27/08/2019;05/09/2019;247
SDATOOL-2776;RIC;Baja;254890;Alta;10;2;18/05/2020;23/04/2021;15/05/2021;25/05/2021;371
SDATOOL-8645;FIN;Baja;118702;Baja;4;3;07/08/2023;01/04/2024;19/04/2024;28/04/2024;264
SDATOOL-6298;T&C;Alta;138016;Media;2;3;26/11/2022;26/08/2023;16/09/2023;21/09/2023;298
SDATOOL-6271;CCS;Alta;215459;Media;4;4;21/09/2024;12/09/2025;23/09/2025;29/09/2025;373
SDATOOL-5437;ENG;Media;228219;Media;10;3;15/07/2023;30/08/2024;28/09/2024;02/10/2024;444
SDATOOL-9642;CCS;Alta;152083;Alta;3;2;09/08/2019;12/04/2020;06/05/2020;09/05/2020;273
SDATOOL-2812;CCS;Alta;35789;Media;2;1;04/05/2019;15/09/2019;25/09/2019;05/10/2019;153
SDATOOL-8989;ENG;Media;211556;Media;8;3;01/01/2019;28/05/2019;07/06/2019;11/06/2019;161
SDATOOL-9481;FIN;Alta;174719;Alta;4;2;08/05/2024;28/02/2025;07/03/2025;16/03/2025;311
SDATOOL-8986;FIN;Media;72551;Media;6;1;10/01/2019;20/06/2019;14/07/2019;18/07/2019;188
SDATOOL-1492;CCS;Alta;166752;Alta;3;2;25/06/2024;23/03/2025;02/04/2025;05/04/2025;283
SDATOOL-7174;ENG;Media;189770;Alta;5;2;16/09/2019;19/05/2020;01/06/2020;09/06/2020;266
SDATOOL-4361;ENG;Media;184192;Media;7;3;22/11/2021;03/12/2022;19/12/2022;24/12/2022;396
SDATOOL-6565;FIN;Media;219882;Alta;8;2;08/05/2021;27/01/2022;23/02/2022;05/03/2022;300
SDATOOL-6895;ENG;Alta;43931;Media;1;1;11/09/2020;20/01/2021;28/01/2021;02/02/2021;143
SDATOOL-8717;RIC;Media;177240;Media;5;3;12/12/2023;13/09/2024;11/10/2024;15/10/2024;307
SDATOOL-8361;FIN;Alta;98886;Media;4;2;29/02/2020;12/09/2020;09/10/2020;17/10/2020;230
SDATOOL-8020;FIN;Media;227803;Media;10;3;08/08/2020;11/08/2021;03/09/2021;11/09/2021;398
SDATOOL-3743;FIN;Alta;91928;Baja;8;2;04/11/2019;23/09/2020;05/10/2020;13/10/2020;343
SDATOOL-5527;T&C;Baja;135301;Alta;1;2;28/12/2019;16/08/2020;27/08/2020;30/08/2020;245
SDATOOL-4204;CIB;Baja;375045;Alta;10;3;18/11/2022;06/03/2024;15/03/2024;17/03/2024;484
SDATOOL-8983;FIN;Baja;271007;Alta;4;3;23/05/2022;18/05/2023;27/05/2023;01/06/2023;373
SDATOOL-5110;RCS;Alta;93536;Media;1;2;23/08/2024;12/04/2025;20/04/2025;27/04/2025;246
SDATOOL-8437;ENG;Media;302317;Alta;6;3;01/01/2019;21/05/2019;12/06/2019;20/06/2019;170
SDATOOL-6037;ENG;Baja;110447;Baja;3;3;21/06/2021;14/03/2022;08/04/2022;15/04/2022;297
SDATOOL-5779;GRM;Alta;150427;Alta;2;2;06/05/2020;10/02/2021;01/03/2021;05/03/2021;302
SDATOOL-9667;RIC;Baja;144938;Baja;10;3;10/11/2019;17/10/2020;06/11/2020;13/11/2020;368
SDATOOL-4527;GRM;Baja;241509;Media;6;4;18/03/2020;26/04/2021;25/05/2021;29/05/2021;437
SDATOOL-9471;ENG;Media;201589;Media;9;3;14/02/2024;16/04/2025;03/05/2025;07/05/2025;447
SDATOOL-9341;FIN;Media;219204;Alta;7;2;12/02/2020;14/09/2020;13/10/2020;23/10/2020;253
SDATOOL-6798;CIB;Alta;114118;Alta;6;1;01/01/2019;22/07/2019;19/08/2019;21/08/2019;232
SDATOOL-7475;GRM;Media;489939;Alta;10;4;14/02/2023;08/05/2024;04/06/2024;13/06/2024;485
SDATOOL-4177;FIN;Baja;105560;Alta;8;1;26/12/2024;01/07/2025;21/07/2025;25/07/2025;210
SDATOOL-8689;ENG;Media;189753;Alta;5;2;20/12/2022;25/08/2023;06/09/2023;09/09/2023;262
SDATOOL-1087;RIC;Baja;144085;Media;9;2;24/01/2020;09/09/2020;06/10/2020;08/10/2020;257
SDATOOL-9917;CIB;Alta;62075;Media;10;1;09/12/2023;11/06/2024;07/07/2024;09/07/2024;212
SDATOOL-6419;FIN;Media;106521;Media;3;2;13/02/2023;11/08/2023;09/09/2023;18/09/2023;216
SDATOOL-7462;CCS;Media;132561;Media;8;2;13/10/2024;14/07/2025;11/08/2025;17/08/2025;307
SDATOOL-9234;FIN;Media;40743;Baja;7;1;06/10/2020;04/02/2021;17/02/2021;19/02/2021;135
SDATOOL-6391;FIN;Media;344469;Alta;8;3;20/05/2024;14/06/2025;25/06/2025;05/07/2025;410
SDATOOL-6303;ENG;Alta;74877;Media;1;2;24/03/2021;09/12/2021;27/12/2021;01/01/2022;282
SDATOOL-2513;CCS;Baja;196210;Media;4;4;23/07/2021;01/07/2022;19/07/2022;27/07/2022;369
SDATOOL-2064;CIB;Alta;221678;Alta;7;2;30/07/2022;25/06/2023;21/07/2023;25/07/2023;359
SDATOOL-2102;FIN;Baja;152441;Media;3;3;30/03/2020;26/11/2020;25/12/2020;30/12/2020;274
SDATOOL-9379;ENG;Media;44868;Baja;1;2;08/12/2020;22/05/2021;03/06/2021;10/06/2021;183
SDATOOL-8862;ENG;Media;191567;Media;7;3;01/01/2019;13/11/2019;02/12/2019;04/12/2019;337
SDATOOL-8129;CIB;Alta;121741;Media;6;2;09/08/2021;08/04/2022;03/05/2022;06/05/2022;269
SDATOOL-6188;FIN;Media;86507;Media;2;2;03/08/2024;22/01/2025;20/02/2025;21/02/2025;201
SDATOOL-2746;FIN;Media;146374;Media;2;3;28/09/2021;28/06/2022;18/07/2022;20/07/2022;294
SDATOOL-7084;CCS;Media;166234;Media;2;4;26/07/2023;19/07/2024;10/08/2024;17/08/2024;388
SDATOOL-7944;FIN;Media;156058;Media;9;2;20/01/2022;09/10/2022;23/10/2022;25/10/2022;277
SDATOOL-3849;RCS;Media;428563;Alta;7;4;22/12/2020;17/06/2022;24/06/2022;28/06/2022;553
SDATOOL-4063;GRM;Baja;147857;Media;10;2;03/09/2019;11/07/2020;20/07/2020;28/07/2020;328
SDATOOL-9382;FIN;Alta;19197;Baja;3;1;16/09/2024;21/01/2025;14/02/2025;16/02/2025;152
SDATOOL-4126;CCS;Alta;90395;Baja;2;3;06/02/2021;22/10/2021;08/11/2021;16/11/2021;282
SDATOOL-7400;RIC;Media;40811;Baja;1;1;02/03/2022;24/04/2022;16/05/2022;22/05/2022;80
SDATOOL-8388;CIB;Media;196341;Media;7;3;04/01/2021;11/12/2021;08/01/2022;11/01/2022;371
SDATOOL-2395;RIC;Alta;89173;Alta;6;1;04/05/2024;06/11/2024;16/11/2024;25/11/2024;204
SDATOOL-8156;ENG;Media;143991;Media;2;3;17/02/2020;02/12/2020;13/12/2020;21/12/2020;307
SDATOOL-3481;ENG;Media;175354;Media;5;3;01/01/2019;12/01/2019;01/02/2019;05/02/2019;35
SDATOOL-7920;ENG;Media;113854;Baja;10;2;23/04/2019;16/12/2019;25/12/2019;29/12/2019;249
SDATOOL-1013;RCS;Alta;104365;Baja;9;2;04/07/2021;23/04/2022;17/05/2022;18/05/2022;317
SDATOOL-8917;GRM;Media;125353;Media;6;2;01/01/2019;28/06/2019;13/07/2019;15/07/2019;195
SDATOOL-8387;ENG;Alta;147718;Alta;1;2;16/07/2024;09/04/2025;25/04/2025;28/04/2025;285
SDATOOL-9636;T&C;Baja;130570;Alta;9;1;26/12/2021;11/07/2022;09/08/2022;19/08/2022;235
SDATOOL-4334;GRM;Media;140374;Media;7;2;06/06/2019;17/01/2020;25/01/2020;27/01/2020;234
SDATOOL-5055;RCS;Alta;191890;Media;6;3;01/01/2019;08/07/2019;26/07/2019;01/08/2019;212
SDATOOL-9103;RIC;Alta;127783;Media;6;2;26/11/2019;15/09/2020;11/10/2020;17/10/2020;325
SDATOOL-5825;FIN;Baja;211360;Alta;7;2;24/10/2021;19/07/2022;16/08/2022;25/08/2022;304
SDATOOL-6087;GRM;Baja;122646;Media;2;3;07/04/2024;15/12/2024;29/12/2024;08/01/2025;275
SDATOOL-8701;T&C;Alta;187572;Media;7;3;12/05/2024;03/05/2025;23/05/2025;02/06/2025;385
SDATOOL-1175;CIB;Media;313539;Alta;6;3;21/09/2020;30/10/2021;24/11/2021;29/11/2021;433
SDATOOL-8469;T&C;Baja;222724;Media;10;3;19/10/2019;16/10/2020;29/10/2020;03/11/2020;380
SDATOOL-7113;RCS;Media;271100;Alta;1;4;01/01/2019;05/12/2019;02/01/2020;11/01/2020;375
SDATOOL-5482;T&C;Alta;123919;Baja;8;3;24/07/2022;24/07/2023;04/08/2023;09/08/2023;380
SDATOOL-5513;GRM;Alta;43489;Media;2;1;01/01/2019;01/01/2019;30/01/2019;06/02/2019;36
SDATOOL-3314;RCS;Alta;48297;Media;2;1;31/12/2022;30/05/2023;08/06/2023;13/06/2023;163
SDATOOL-9832;CIB;Media;294522;Alta;6;3;23/02/2023;25/04/2024;07/05/2024;11/05/2024;442
SDATOOL-7445;CCS;Alta;325717;Alta;7;3;25/09/2022;11/09/2023;08/10/2023;11/10/2023;380
SDATOOL-9958;CIB;Media;202798;Media;9;3;01/01/2019;30/03/2019;15/04/2019;22/04/2019;111
SDATOOL-3511;CCS;Alta;276533;Alta;5;3;01/03/2023;27/12/2023;17/01/2024;27/01/2024;331
SDATOOL-9585;T&C;Media;154135;Media;9;2;01/01/2019;19/08/2019;17/09/2019;25/09/2019;267
SDATOOL-7703;GRM;Media;323306;Alta;8;3;28/01/2019;30/03/2020;19/04/2020;22/04/2020;449
SDATOOL-6939;CCS;Media;188924;Media;7;3;16/06/2024;09/05/2025;27/05/2025;04/06/2025;352
SDATOOL-2824;ENG;Baja;85525;Media;3;2;25/06/2021;11/01/2022;28/01/2022;01/02/2022;220
SDATOOL-5298;FIN;Alta;310714;Alta;6;3;20/12/2019;13/12/2020;06/01/2021;16/01/2021;392
SDATOOL-3064;CIB;Alta;130259;Media;9;2;01/01/2019;28/05/2019;05/06/2019;10/06/2019;160
SDATOOL-5635;GRM;Media;119178;Baja;4;3;13/11/2021;06/07/2022;19/07/2022;29/07/2022;257
SDATOOL-5695;RIC;Alta;52643;Media;5;1;13/03/2025;29/06/2025;20/07/2025;25/07/2025;133
SDATOOL-5562;ENG;Media;263767;Media;8;4;27/08/2022;30/12/2023;07/01/2024;13/01/2024;504
SDATOOL-6406;FIN;Alta;186409;Alta;4;2;01/01/2019;18/07/2019;12/08/2019;22/08/2019;233
SDATOOL-7056;ENG;Media;126096;Media;7;2;25/12/2024;11/08/2025;24/08/2025;02/09/2025;250
SDATOOL-4649;FIN;Media;189955;Media;8;3;02/03/2024;03/02/2025;19/02/2025;24/02/2025;358
SDATOOL-3020;RIC;Media;84445;Media;10;1;27/02/2025;09/07/2025;05/08/2025;13/08/2025;166
SDATOOL-7750;T&C;Media;209463;Alta;1;3;23/07/2021;04/06/2022;20/06/2022;27/06/2022;338
SDATOOL-7004;RCS;Media;188239;Alta;5;2;05/01/2020;23/07/2020;02/08/2020;12/08/2020;219
SDATOOL-3141;ENG;Media;30807;Baja;4;1;29/10/2023;07/01/2024;28/01/2024;06/02/2024;99
SDATOOL-5806;RCS;Media;154250;Media;9;2;13/07/2023;29/01/2024;07/02/2024;17/02/2024;218
SDATOOL-6195;ENG;Baja;112567;Alta;8;1;10/03/2024;02/11/2024;27/11/2024;30/11/2024;264
SDATOOL-3452;GRM;Media;122441;Media;1;3;24/04/2020;05/01/2021;20/01/2021;27/01/2021;277
SDATOOL-7836;RIC;Media;242849;Alta;3;3;01/01/2019;16/08/2019;26/08/2019;04/09/2019;246
SDATOOL-1358;ENG;Alta;240713;Alta;10;2;10/06/2019;21/04/2020;05/05/2020;10/05/2020;334
SDATOOL-8406;RIC;Media;115303;Media;6;2;12/04/2024;14/01/2025;24/01/2025;26/01/2025;288
SDATOOL-4800;CIB;Media;53785;Media;5;1;29/10/2024;25/02/2025;07/03/2025;16/03/2025;137
SDATOOL-3918;ENG;Baja;241683;Alta;3;3;29/04/2022;28/03/2023;24/04/2023;26/04/2023;361
SDATOOL-7444;CIB;Alta;88989;Media;2;2;20/02/2024;28/10/2024;11/11/2024;16/11/2024;269
SDATOOL-8744;CIB;Baja;99160;Media;2;2;23/09/2023;04/03/2024;31/03/2024;06/04/2024;195
SDATOOL-7153;FIN;Alta;199966;Alta;7;2;10/10/2020;04/10/2021;13/10/2021;19/10/2021;373
SDATOOL-4048;ENG;Alta;256403;Alta;10;2;01/01/2019;28/03/2019;11/04/2019;14/04/2019;103
SDATOOL-9550;FIN;Alta;370514;Alta;9;3;13/11/2020;20/12/2021;05/01/2022;07/01/2022;419
SDATOOL-5661;ENG;Alta;51729;Media;4;1;25/01/2022;04/07/2022;13/07/2022;17/07/2022;172
SDATOOL-1371;ENG;Media;227402;Alta;7;2;14/04/2020;10/12/2020;05/01/2021;08/01/2021;268
SDATOOL-7610;RCS;Media;72499;Media;9;1;15/07/2020;15/01/2021;06/02/2021;08/02/2021;207
SDATOOL-1747;FIN;Baja;118843;Alta;10;1;29/11/2024;24/08/2025;15/09/2025;23/09/2025;297
SDATOOL-1513;FIN;Alta;152157;Media;9;2;09/09/2024;20/06/2025;09/07/2025;12/07/2025;305
SDATOOL-6542;CCS;Media;186954;Baja;8;4;01/01/2019;24/04/2019;03/05/2019;08/05/2019;127
SDATOOL-9942;ENG;Baja;149014;Media;3;3;23/01/2024;22/11/2024;17/12/2024;18/12/2024;329
SDATOOL-7546;CCS;Alta;332193;Alta;7;3;17/07/2020;27/07/2021;09/08/2021;12/08/2021;390
SDATOOL-1838;ENG;Media;185997;Alta;4;2;01/01/2019;17/02/2019;16/03/2019;23/03/2019;81
SDATOOL-1302;FIN;Baja;256512;Alta;4;3;18/02/2020;16/11/2020;14/12/2020;20/12/2020;305
SDATOOL-3397;ENG;Media;382559;Alta;10;3;01/01/2019;17/01/2019;13/02/2019;17/02/2019;47
SDATOOL-1494;RIC;Baja;78862;Baja;4;2;28/10/2023;04/04/2024;29/04/2024;09/05/2024;193
SDATOOL-2760;CIB;Baja;309979;Media;10;4;25/09/2023;22/03/2025;30/03/2025;01/04/2025;554
SDATOOL-4535;T&C;Baja;33335;Media;1;1;01/01/2019;06/03/2019;13/03/2019;14/03/2019;72
SDATOOL-4416;FIN;Baja;97976;Media;5;2;15/02/2020;08/08/2020;01/09/2020;06/09/2020;203
SDATOOL-9490;FIN;Media;162062;Alta;3;2;15/06/2022;27/12/2022;24/01/2023;30/01/2023;228
SDATOOL-5918;GRM;Baja;47961;Baja;8;1;20/10/2020;24/04/2021;05/05/2021;12/05/2021;203
SDATOOL-8269;T&C;Media;191069;Media;7;3;20/04/2022;07/04/2023;16/04/2023;18/04/2023;362
SDATOOL-9023;ENG;Media;213995;Alta;6;2;12/07/2023;16/05/2024;28/05/2024;30/05/2024;322
SDATOOL-1221;CCS;Media;37408;Media;1;1;03/08/2022;17/10/2022;14/11/2022;21/11/2022;109
SDATOOL-4133;RCS;Baja;169023;Baja;6;4;01/01/2019;21/11/2019;05/12/2019;12/12/2019;345
SDATOOL-6984;FIN;Alta;150486;Alta;3;2;01/01/2019;30/07/2019;19/08/2019;25/08/2019;236
SDATOOL-2973;RIC;Alta;73441;Media;9;1;16/03/2021;21/11/2021;09/12/2021;15/12/2021;273
SDATOOL-9378;FIN;Media;139555;Media;8;2;16/09/2022;28/04/2023;25/05/2023;04/06/2023;260
SDATOOL-8149;FIN;Alta;219596;Media;5;4;12/09/2021;16/09/2022;08/10/2022;16/10/2022;399
SDATOOL-5172;CCS;Alta;165484;Alta;4;2;29/01/2020;07/10/2020;04/11/2020;13/11/2020;288
SDATOOL-6337;CIB;Alta;140803;Media;3;3;11/06/2019;12/03/2020;01/04/2020;03/04/2020;296
SDATOOL-4188;T&C;Alta;147430;Media;4;3;18/11/2022;09/08/2023;03/09/2023;11/09/2023;296
SDATOOL-4969;RIC;Media;199086;Alta;1;3;18/08/2021;03/06/2022;25/06/2022;27/06/2022;312
SDATOOL-5246;GRM;Media;85017;Media;3;2;20/10/2024;15/03/2025;11/04/2025;19/04/2025;180
SDATOOL-2403;GRM;Media;144530;Alta;2;2;13/03/2019;07/11/2019;26/11/2019;05/12/2019;266
SDATOOL-3339;FIN;Media;92893;Media;2;2;03/01/2021;09/06/2021;19/06/2021;25/06/2021;172
SDATOOL-8951;FIN;Alta;134509;Media;7;2;13/06/2023;26/05/2024;07/06/2024;09/06/2024;361
SDATOOL-2616;RCS;Baja;209375;Alta;6;2;10/09/2022;04/07/2023;19/07/2023;29/07/2023;321
SDATOOL-7921;RIC;Baja;117113;Media;5;2;18/01/2024;19/07/2024;04/08/2024;09/08/2024;203
SDATOOL-5977;ENG;Media;81494;Baja;6;2;25/05/2019;28/01/2020;26/02/2020;27/02/2020;277
SDATOOL-5273;FIN;Media;45340;Media;6;1;21/11/2022;20/04/2023;30/04/2023;01/05/2023;160
SDATOOL-1758;CCS;Alta;121610;Media;7;2;01/10/2019;29/07/2020;10/08/2020;18/08/2020;321
SDATOOL-5383;RIC;Media;123458;Alta;1;2;01/01/2019;13/01/2019;08/02/2019;15/02/2019;45
SDATOOL-4284;GRM;Baja;266066;Alta;4;3;16/09/2020;16/06/2021;03/07/2021;13/07/2021;299
SDATOOL-4916;FIN;Media;37883;Media;4;1;19/08/2021;23/10/2021;14/11/2021;17/11/2021;89
SDATOOL-3438;RCS;Alta;56333;Media;7;1;25/08/2021;21/03/2022;05/04/2022;08/04/2022;225
SDATOOL-6642;RCS;Media;169296;Media;2;4;19/06/2022;28/06/2023;09/07/2023;12/07/2023;388
SDATOOL-2448;FIN;Alta;107983;Media;5;2;13/01/2022;07/09/2022;01/10/2022;04/10/2022;263
SDATOOL-5495;CIB;Baja;86676;Media;3;2;02/03/2023;20/09/2023;29/09/2023;04/10/2023;215
SDATOOL-9233;RIC;Media;113619;Alta;10;1;18/05/2022;25/11/2022;24/12/2022;29/12/2022;224
SDATOOL-5596;RCS;Baja;188377;Alta;4;2;28/08/2021;06/03/2022;13/03/2022;21/03/2022;204
SDATOOL-7374;ENG;Alta;83901;Alta;2;1;26/02/2021;17/09/2021;25/09/2021;04/10/2021;219
SDATOOL-5343;FIN;Baja;257234;Media;8;4;20/11/2020;07/03/2022;27/03/2022;04/04/2022;500
SDATOOL-2589;ENG;Media;304285;Media;10;4;18/01/2024;11/05/2025;24/05/2025;01/06/2025;500
SDATOOL-1188;FIN;Media;124459;Media;5;2;22/03/2019;23/08/2019;05/09/2019;13/09/2019;174
SDATOOL-5555;CCS;Media;214988;Alta;6;2;05/02/2022;22/10/2022;02/11/2022;11/11/2022;278
SDATOOL-2030;FIN;Media;105887;Alta;5;1;09/01/2024;28/04/2024;19/05/2024;26/05/2024;137
SDATOOL-2349;CCS;Media;134526;Media;6;2;31/05/2020;13/01/2021;21/01/2021;24/01/2021;237
SDATOOL-4759;ENG;Media;60561;Media;5;1;24/02/2022;31/05/2022;25/06/2022;27/06/2022;122
SDATOOL-5998;CIB;Media;86086;Baja;5;2;10/09/2021;18/02/2022;03/03/2022;11/03/2022;181
SDATOOL-2517;RCS;Alta;79996;Media;10;1;10/10/2020;04/05/2021;20/05/2021;29/05/2021;230
SDATOOL-6170;T&C;Alta;344792;Alta;8;3;02/11/2020;30/09/2021;07/10/2021;12/10/2021;343
SDATOOL-6404;FIN;Media;265987;Media;8;4;01/01/2019;14/12/2019;29/12/2019;31/12/2019;364
SDATOOL-8561;GRM;Media;304765;Alta;6;3;24/08/2023;17/10/2024;30/10/2024;09/11/2024;442
SDATOOL-2020;FIN;Media;85313;Alta;5;1;12/09/2022;18/02/2023;27/02/2023;06/03/2023;174
SDATOOL-6740;FIN;Media;174964;Alta;4;2;15/03/2024;20/10/2024;18/11/2024;23/11/2024;252
SDATOOL-6517;CCS;Baja;218682;Media;10;3;18/10/2020;18/08/2021;01/09/2021;11/09/2021;327
SDATOOL-6393;ENG;Alta;115992;Baja;3;4;13/07/2021;23/06/2022;02/07/2022;07/07/2022;359
SDATOOL-9045;CIB;Baja;116252;Baja;6;3;30/10/2019;04/08/2020;29/08/2020;01/09/2020;306
SDATOOL-9459;RCS;Alta;88790;Baja;1;3;01/01/2019;21/04/2019;08/05/2019;11/05/2019;130
SDATOOL-1408;ENG;Media;131269;Media;9;2;12/01/2022;02/09/2022;27/09/2022;04/10/2022;264
SDATOOL-5687;T&C;Alta;85882;Baja;9;2;30/01/2022;31/10/2022;13/11/2022;15/11/2022;288
SDATOOL-6520;CIB;Media;85950;Baja;7;2;18/10/2022;18/05/2023;09/06/2023;18/06/2023;242
SDATOOL-3934;FIN;Alta;140471;Media;2;3;30/03/2024;10/01/2025;03/02/2025;13/02/2025;319
SDATOOL-1114;ENG;Baja;114662;Media;6;2;17/10/2023;03/06/2024;17/06/2024;21/06/2024;247
SDATOOL-5087;RCS;Media;202012;Media;7;3;01/02/2024;14/02/2025;01/03/2025;05/03/2025;397
SDATOOL-9960;CIB;Alta;193784;Media;8;3;27/09/2019;20/08/2020;14/09/2020;20/09/2020;358
SDATOOL-4819;GRM;Alta;310466;Alta;7;3;19/03/2020;21/05/2021;28/05/2021;30/05/2021;436
SDATOOL-9205;GRM;Media;63410;Baja;3;2;23/08/2020;01/02/2021;26/02/2021;04/03/2021;192
SDATOOL-3076;FIN;Media;144094;Media;8;2;24/08/2024;24/03/2025;16/04/2025;18/04/2025;236
SDATOOL-5408;RIC;Alta;46091;Baja;1;2;08/07/2020;16/12/2020;08/01/2021;09/01/2021;184
SDATOOL-3844;CCS;Alta;119311;Media;7;2;13/05/2023;22/02/2024;03/03/2024;11/03/2024;302
SDATOOL-8740;FIN;Media;122123;Alta;10;1;25/10/2023;30/06/2024;15/07/2024;16/07/2024;264
SDATOOL-7992;RIC;Media;294651;Media;9;4;02/09/2023;01/12/2024;24/12/2024;31/12/2024;486
SDATOOL-4209;T&C;Alta;139993;Media;10;2;05/02/2022;26/12/2022;03/01/2023;04/01/2023;332
SDATOOL-3216;CIB;Alta;258538;Media;8;4;01/02/2024;16/03/2025;24/03/2025;29/03/2025;422
SDATOOL-9906;T&C;Baja;139591;Alta;2;2;10/04/2023;23/11/2023;05/12/2023;06/12/2023;239
SDATOOL-5124;RCS;Media;78152;Media;2;2;28/11/2019;27/05/2020;04/06/2020;12/06/2020;196
SDATOOL-2298;T&C;Media;72386;Alta;3;1;08/04/2020;22/08/2020;19/09/2020;27/09/2020;171
SDATOOL-2306;FIN;Media;241051;Alta;3;3;06/12/2022;09/11/2023;27/11/2023;01/12/2023;359
SDATOOL-1066;ENG;Baja;276152;Media;9;4;23/07/2019;21/09/2020;07/10/2020;11/10/2020;446
SDATOOL-5134;CCS;Media;379203;Alta;10;3;08/01/2022;19/03/2023;27/03/2023;06/04/2023;452
SDATOOL-6634;T&C;Media;114709;Baja;4;3;09/09/2022;18/04/2023;16/05/2023;23/05/2023;255
SDATOOL-2492;ENG;Baja;41101;Media;2;1;22/04/2022;31/07/2022;20/08/2022;25/08/2022;124
SDATOOL-9310;RIC;Media;237759;Media;10;3;07/12/2022;30/11/2023;25/12/2023;28/12/2023;385
SDATOOL-5962;FIN;Baja;183599;Media;5;3;01/01/2019;22/04/2019;19/05/2019;23/05/2019;142
SDATOOL-2082;CCS;Media;251299;Alta;4;3;15/05/2021;07/04/2022;20/04/2022;27/04/2022;346
SDATOOL-1987;FIN;Alta;54476;Media;3;1;30/04/2025;18/08/2025;09/09/2025;15/09/2025;137
SDATOOL-3070;CCS;Media;78097;Media;2;2;03/06/2021;01/01/2022;11/01/2022;12/01/2022;222
SDATOOL-5220;ENG;Media;96593;Media;1;2;13/12/2024;13/06/2025;02/07/2025;07/07/2025;205
SDATOOL-4495;FIN;Media;217369;Media;9;3;04/08/2022;08/06/2023;24/06/2023;27/06/2023;326
SDATOOL-8565;RIC;Media;302255;Alta;6;3;16/07/2022;05/07/2023;26/07/2023;30/07/2023;378
SDATOOL-4303;CIB;Media;190663;Media;8;3;08/11/2020;09/10/2021;20/10/2021;30/10/2021;355
SDATOOL-5477;GRM;Baja;343140;Alta;8;3;22/11/2022;14/12/2023;24/12/2023;27/12/2023;399
SDATOOL-9863;ENG;Media;99420;Baja;3;3;01/03/2019;12/11/2019;04/12/2019;05/12/2019;278
SDATOOL-9730;T&C;Media;253611;Alta;4;3;21/06/2021;01/05/2022;16/05/2022;23/05/2022;335
SDATOOL-5574;FIN;Media;117432;Media;5;2;07/04/2023;02/10/2023;14/10/2023;19/10/2023;194
SDATOOL-7090;FIN;Alta;150692;Media;9;2;24/09/2024;05/07/2025;21/07/2025;28/07/2025;306
SDATOOL-5916;FIN;Baja;136274;Media;1;3;10/07/2023;15/04/2024;30/04/2024;10/05/2024;304
SDATOOL-5352;CIB;Media;368917;Alta;10;3;04/06/2019;20/08/2020;27/08/2020;29/08/2020;451
SDATOOL-9014;FIN;Alta;127055;Media;2;3;17/02/2023;11/12/2023;22/12/2023;27/12/2023;312
SDATOOL-2320;CIB;Media;111231;Baja;10;2;19/10/2022;28/07/2023;23/08/2023;25/08/2023;309
SDATOOL-5004;FIN;Alta;152851;Media;3;3;28/01/2022;14/10/2022;06/11/2022;16/11/2022;291
SDATOOL-7213;RIC;Media;240800;Alta;10;2;14/05/2020;08/02/2021;05/03/2021;14/03/2021;303
SDATOOL-1292;ENG;Media;235979;Media;10;3;01/03/2024;19/02/2025;03/03/2025;05/03/2025;368
SDATOOL-6253;T&C;Alta;109461;Media;4;2;06/06/2020;05/02/2021;13/02/2021;16/02/2021;254
