Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-2202,RCS,Baja,"147,272",Media,3,14/12/2022,21/07/2023,19/06/2023,09/07/2023,10/07/2023,208
SDATOOL-6941,CIB,Alta,"276,738",Alta,5,25/10/2024,23/07/2025,31/07/2025,12/08/2025,21/08/2025,300
SDATOOL-3301,RCS,Alta,"329,690",Alta,7,31/10/2022,26/09/2023,09/09/2023,20/09/2023,26/09/2023,330
SDATOOL-3519,ENG,Media,"76,832",Baja,2,31/01/2020,01/05/2020,27/04/2020,11/05/2020,19/05/2020,109
SDATOOL-8708,FIN,Media,"114,890",Media,1,27/04/2020,20/10/2020,23/09/2020,30/09/2020,04/10/2020,160
SDATOOL-9115,T&C,Media,"135,719",Baja,2,30/01/2019,03/04/2019,20/03/2019,29/03/2019,06/04/2019,66
SDATOOL-8814,GRM,Baja,"139,119",Baja,4,18/01/2021,02/06/2021,28/05/2021,10/06/2021,11/06/2021,144
SDATOOL-7597,T&C,Media,"134,908",Media,3,09/06/2019,22/12/2019,03/11/2019,20/11/2019,26/11/2019,170
SDATOOL-2500,CIB,Media,"234,425",Alta,2,18/12/2020,30/09/2021,09/10/2021,17/10/2021,19/10/2021,305
SDATOOL-7866,FIN,Media,"186,638",Media,7,17/05/2024,19/11/2024,14/11/2024,24/11/2024,30/11/2024,197
SDATOOL-9897,FIN,Alta,"120,520",Media,1,13/11/2022,31/07/2023,27/07/2023,10/08/2023,18/08/2023,278
SDATOOL-3727,GRM,Media,"212,474",Media,3,11/01/2019,19/06/2019,02/08/2019,19/08/2019,25/08/2019,226
SDATOOL-9609,GRM,Media,"79,030",Baja,4,26/12/2022,01/04/2023,28/03/2023,18/04/2023,28/04/2023,123
SDATOOL-7738,RIC,Alta,"219,538",Alta,1,22/01/2021,31/10/2021,14/11/2021,28/11/2021,05/12/2021,317
SDATOOL-6844,FIN,Alta,"86,205",Baja,1,21/06/2024,25/08/2024,01/08/2024,17/08/2024,20/08/2024,60
SDATOOL-1545,FIN,Media,"223,151",Media,5,10/08/2021,11/03/2022,13/02/2022,12/03/2022,15/03/2022,217
SDATOOL-6766,CIB,Alta,"179,336",Media,5,10/05/2019,19/10/2019,25/10/2019,09/11/2019,13/11/2019,187
SDATOOL-5747,RCS,Alta,"169,405",Media,6,13/02/2020,27/09/2020,01/09/2020,10/09/2020,14/09/2020,214
SDATOOL-5774,ENG,Media,"175,843",Media,5,30/01/2024,23/10/2024,22/10/2024,05/11/2024,11/11/2024,286
SDATOOL-6907,ENG,Media,"146,649",Media,4,08/11/2024,20/07/2025,26/06/2025,06/07/2025,16/07/2025,250
SDATOOL-9021,FIN,Media,"147,030",Media,4,01/01/2019,03/07/2019,25/05/2019,01/06/2019,09/06/2019,159
SDATOOL-8548,ENG,Media,"164,573",Media,4,30/05/2022,21/02/2023,15/01/2023,04/02/2023,13/02/2023,259
SDATOOL-5158,T&C,Baja,"126,957",Media,2,06/01/2024,04/08/2024,01/07/2024,08/07/2024,18/07/2024,194
SDATOOL-2821,FIN,Media,"239,721",Media,1,03/02/2020,04/10/2020,08/09/2020,17/09/2020,25/09/2020,235
SDATOOL-9023,T&C,Media,"174,604",Media,6,08/04/2024,13/12/2024,31/10/2024,15/11/2024,21/11/2024,227
SDATOOL-5956,T&C,Media,"160,122",Media,4,11/08/2023,21/01/2024,16/01/2024,10/02/2024,13/02/2024,186
SDATOOL-8098,GRM,Media,"215,898",Media,4,03/07/2024,03/12/2024,22/10/2024,07/11/2024,09/11/2024,129
SDATOOL-5769,FIN,Media,"202,668",Media,6,18/09/2024,25/04/2025,21/04/2025,28/04/2025,02/05/2025,226
SDATOOL-5458,ENG,Media,"285,973",Alta,6,23/07/2023,09/06/2024,02/06/2024,27/06/2024,04/07/2024,347
SDATOOL-3898,T&C,Media,"209,175",Media,6,10/06/2023,30/01/2024,09/02/2024,26/02/2024,29/02/2024,264
SDATOOL-6824,ENG,Alta,"186,140",Media,6,29/01/2020,12/08/2020,22/08/2020,03/09/2020,11/09/2020,226
SDATOOL-9665,CCS,Baja,"139,423",Media,3,18/10/2024,23/05/2025,22/04/2025,11/05/2025,12/05/2025,206
SDATOOL-9109,GRM,Media,"148,169",Media,4,06/10/2024,18/04/2025,24/02/2025,25/03/2025,27/03/2025,172
SDATOOL-8569,ENG,Media,"140,181",Baja,4,23/03/2023,27/06/2023,27/09/2023,17/10/2023,21/10/2023,212
SDATOOL-7482,ENG,Alta,"229,833",Alta,3,26/06/2019,08/04/2020,17/04/2020,27/04/2020,04/05/2020,313
SDATOOL-2412,CCS,Media,"254,519",Alta,3,11/04/2021,18/02/2022,22/02/2022,04/03/2022,12/03/2022,335
SDATOOL-4586,RCS,Baja,"195,952",Media,4,12/05/2023,25/10/2023,26/10/2023,10/11/2023,19/11/2023,191
SDATOOL-7835,FIN,Alta,"145,353",Media,4,03/03/2023,05/10/2023,15/09/2023,26/09/2023,27/09/2023,208
SDATOOL-3179,RCS,Media,"139,464",Baja,7,26/10/2022,09/03/2023,05/03/2023,16/03/2023,26/03/2023,151
SDATOOL-8749,ENG,Media,"232,631",Alta,6,10/05/2023,22/04/2024,25/06/2024,18/07/2024,27/07/2024,444
SDATOOL-7303,CIB,Media,"194,075",Media,6,16/06/2023,29/02/2024,29/12/2023,23/01/2024,01/02/2024,230
SDATOOL-9738,FIN,Media,"133,068",Baja,7,19/12/2021,27/04/2022,26/03/2022,02/04/2022,09/04/2022,111
SDATOOL-6042,FIN,Media,"286,761",Alta,6,16/06/2021,13/05/2022,07/05/2022,02/06/2022,11/06/2022,360
SDATOOL-6817,GRM,Alta,"128,295",Media,2,02/09/2022,09/05/2023,10/04/2023,04/05/2023,07/05/2023,247
SDATOOL-6216,T&C,Alta,"372,274",Alta,2,01/01/2019,10/12/2019,02/04/2019,12/04/2019,15/04/2019,104
SDATOOL-9470,CCS,Alta,"114,228",Baja,6,19/03/2024,03/07/2024,10/06/2024,09/07/2024,13/07/2024,116
SDATOOL-7291,ENG,Alta,"133,200",Media,3,01/07/2021,17/12/2021,21/11/2021,04/12/2021,12/12/2021,164
SDATOOL-3375,CIB,Alta,"224,394",Media,1,25/11/2021,27/05/2022,26/07/2022,10/08/2022,12/08/2022,260
SDATOOL-3594,ENG,Media,"278,904",Alta,5,12/02/2020,18/12/2020,02/03/2021,21/03/2021,23/03/2021,405
SDATOOL-7106,CCS,Baja,"143,833",Media,2,06/02/2024,21/10/2024,27/09/2024,08/10/2024,12/10/2024,249
SDATOOL-7637,FIN,Alta,"204,740",Media,6,25/09/2022,06/06/2023,27/04/2023,06/05/2023,10/05/2023,227
SDATOOL-5987,FIN,Baja,"213,199",Media,3,01/01/2019,22/08/2019,02/07/2019,24/07/2019,30/07/2019,210
SDATOOL-8145,RIC,Alta,"136,276",Media,3,15/06/2019,15/12/2019,09/12/2019,17/12/2019,20/12/2019,188
SDATOOL-2714,RIC,Alta,"203,596",Media,3,04/10/2020,23/03/2021,09/02/2021,05/03/2021,12/03/2021,159
SDATOOL-2285,T&C,Media,"160,462",Media,4,21/06/2020,09/02/2021,25/12/2020,05/01/2021,14/01/2021,207
SDATOOL-3457,GRM,Media,"192,360",Media,6,01/01/2019,30/06/2019,04/06/2019,30/06/2019,06/07/2019,186
SDATOOL-8117,ENG,Alta,"134,617",Media,3,03/01/2025,09/08/2025,25/07/2025,07/08/2025,11/08/2025,220
SDATOOL-4264,ENG,Alta,"109,687",Media,1,04/10/2024,17/06/2025,15/06/2025,05/07/2025,11/07/2025,280
SDATOOL-8658,FIN,Media,"218,568",Alta,7,23/12/2019,12/12/2020,03/03/2021,21/03/2021,28/03/2021,461
SDATOOL-5797,GRM,Media,"327,471",Alta,8,17/07/2020,16/04/2021,04/06/2021,15/06/2021,16/06/2021,334
SDATOOL-1060,T&C,Media,"154,764",Media,5,06/03/2025,09/09/2025,25/07/2025,11/08/2025,12/08/2025,159
SDATOOL-1350,ENG,Baja,"176,968",Media,5,31/12/2021,23/07/2022,20/06/2022,07/07/2022,11/07/2022,192
SDATOOL-5251,FIN,Alta,"120,625",Media,2,01/01/2019,08/09/2019,02/04/2019,11/04/2019,19/04/2019,108
SDATOOL-7570,ENG,Media,"211,754",Alta,2,04/01/2020,14/12/2020,09/12/2020,28/12/2020,31/12/2020,362
SDATOOL-8544,GRM,Alta,"157,961",Media,4,04/08/2019,26/01/2020,29/12/2019,22/01/2020,27/01/2020,176
SDATOOL-7539,RIC,Alta,"105,624",Baja,6,31/01/2025,25/06/2025,13/06/2025,06/07/2025,07/07/2025,157
SDATOOL-7491,RIC,Media,"159,965",Media,5,20/06/2024,07/03/2025,22/02/2025,12/03/2025,13/03/2025,266
SDATOOL-1885,CIB,Media,"290,719",Alta,5,08/09/2019,29/07/2020,29/07/2020,10/08/2020,15/08/2020,342
SDATOOL-1552,FIN,Media,"146,392",Media,4,13/04/2022,04/01/2023,22/12/2022,01/01/2023,08/01/2023,270
SDATOOL-2963,ENG,Media,"130,785",Media,2,30/12/2022,05/07/2023,23/06/2023,17/07/2023,19/07/2023,201
SDATOOL-8867,GRM,Media,"117,682",Media,1,30/09/2019,21/06/2020,07/05/2020,01/06/2020,02/06/2020,246
SDATOOL-3859,FIN,Media,"288,477",Alta,6,17/03/2024,10/02/2025,20/02/2025,20/03/2025,26/03/2025,374
SDATOOL-1480,GRM,Media,"350,760",Alta,8,20/09/2019,28/07/2020,29/07/2020,21/08/2020,22/08/2020,337
SDATOOL-9940,FIN,Alta,"295,905",Alta,7,24/04/2019,19/04/2020,05/07/2020,28/07/2020,31/07/2020,464
SDATOOL-3366,ENG,Media,"77,157",Baja,2,13/09/2020,30/11/2020,25/11/2020,23/12/2020,29/12/2020,107
SDATOOL-7536,FIN,Media,"147,725",Media,4,02/11/2019,21/05/2020,15/05/2020,10/06/2020,14/06/2020,225
SDATOOL-4540,ENG,Alta,"345,124",Alta,9,27/02/2019,18/02/2020,03/02/2020,18/02/2020,28/02/2020,366
SDATOOL-4192,ENG,Alta,"111,088",Media,1,01/06/2023,12/12/2023,10/11/2023,25/11/2023,29/11/2023,181
SDATOOL-1978,ENG,Media,"217,350",Media,8,04/03/2020,07/10/2020,18/01/2021,29/01/2021,01/02/2021,334
SDATOOL-2296,FIN,Media,"279,727",Alta,5,25/05/2019,20/04/2020,24/04/2020,06/05/2020,13/05/2020,354
SDATOOL-7240,RIC,Alta,"351,872",Alta,8,23/02/2020,31/01/2021,13/01/2021,31/01/2021,08/02/2021,351
SDATOOL-5566,RCS,Media,"204,107",Media,7,25/08/2020,25/03/2021,04/04/2021,18/04/2021,20/04/2021,238
SDATOOL-3744,RCS,Media,"356,915",Alta,9,27/03/2019,07/03/2020,15/01/2020,07/02/2020,11/02/2020,321
SDATOOL-6333,RIC,Media,"182,589",Media,5,24/03/2024,22/08/2024,22/07/2024,03/08/2024,10/08/2024,139
SDATOOL-7447,T&C,Media,"134,205",Media,3,25/02/2021,18/09/2021,17/09/2021,02/10/2021,04/10/2021,221
SDATOOL-7231,CIB,Baja,"171,588",Media,6,14/04/2022,10/11/2022,24/10/2022,10/11/2022,20/11/2022,220
SDATOOL-3259,ENG,Alta,"277,387",Alta,4,10/10/2021,31/07/2022,03/09/2022,01/10/2022,07/10/2022,362
SDATOOL-6984,FIN,Baja,"213,620",Media,3,07/04/2023,05/11/2023,24/10/2023,14/11/2023,17/11/2023,224
SDATOOL-4637,ENG,Media,"140,306",Baja,3,21/03/2020,22/06/2020,12/05/2020,04/06/2020,09/06/2020,80
SDATOOL-2353,GRM,Alta,"138,172",Baja,3,09/05/2025,07/09/2025,31/08/2025,24/09/2025,27/09/2025,141
SDATOOL-7044,GRM,Media,"113,410",Baja,6,17/10/2024,14/03/2025,07/02/2025,07/03/2025,11/03/2025,145
SDATOOL-3986,T&C,Alta,"158,733",Media,4,26/02/2023,22/10/2023,12/09/2023,22/09/2023,29/09/2023,215
SDATOOL-5363,FIN,Media,"219,048",Media,5,03/07/2019,22/01/2020,08/03/2020,22/03/2020,27/03/2020,268
SDATOOL-7083,CIB,Alta,"268,742",Alta,4,19/01/2020,29/10/2020,31/12/2020,18/01/2021,28/01/2021,375
SDATOOL-4525,RCS,Media,"151,734",Media,3,20/10/2022,29/06/2023,19/06/2023,02/07/2023,07/07/2023,260
SDATOOL-3201,ENG,Alta,"183,606",Media,5,05/11/2024,09/07/2025,21/05/2025,05/06/2025,11/06/2025,218
SDATOOL-6297,RIC,Alta,"144,453",Baja,3,25/11/2021,19/02/2022,24/04/2022,03/05/2022,09/05/2022,165
SDATOOL-1913,FIN,Alta,"366,194",Alta,3,01/01/2019,29/09/2019,07/04/2019,02/05/2019,12/05/2019,131
SDATOOL-1724,FIN,Media,"348,400",Alta,7,08/07/2022,29/05/2023,21/08/2023,06/09/2023,11/09/2023,430
SDATOOL-9728,ENG,Alta,"124,240",Media,1,06/08/2019,18/04/2020,12/04/2020,07/05/2020,13/05/2020,281
SDATOOL-8353,FIN,Alta,"153,264",Media,4,09/06/2022,08/02/2023,30/12/2022,17/01/2023,26/01/2023,231
SDATOOL-2264,FIN,Media,"187,411",Media,4,01/01/2019,07/07/2019,13/04/2019,12/05/2019,13/05/2019,132
SDATOOL-3371,FIN,Media,"231,444",Media,10,11/06/2020,27/02/2021,09/03/2021,23/03/2021,25/03/2021,287
SDATOOL-7217,ENG,Media,"105,904",Baja,4,22/12/2022,24/03/2023,12/03/2023,31/03/2023,04/04/2023,103
SDATOOL-9696,ENG,Baja,"120,050",Media,2,22/06/2020,06/03/2021,23/01/2021,12/02/2021,22/02/2021,245
SDATOOL-1133,GRM,Media,"182,394",Media,5,18/09/2019,28/04/2020,09/03/2020,26/03/2020,31/03/2020,195
SDATOOL-6679,FIN,Media,"266,107",Alta,4,07/04/2021,21/02/2022,05/03/2022,22/03/2022,26/03/2022,353
SDATOOL-6761,RIC,Alta,"240,482",Alta,3,18/11/2024,14/09/2025,14/08/2025,11/09/2025,19/09/2025,305
SDATOOL-4088,FIN,Media,"356,578",Alta,2,10/12/2020,16/09/2021,28/07/2021,11/08/2021,20/08/2021,253
SDATOOL-6953,T&C,Baja,"128,292",Baja,5,15/06/2021,05/11/2021,20/10/2021,17/11/2021,22/11/2021,160
SDATOOL-4749,FIN,Alta,"337,434",Alta,8,19/11/2022,27/10/2023,08/12/2023,23/12/2023,01/01/2024,408
SDATOOL-4289,FIN,Media,"251,540",Alta,3,29/08/2024,28/05/2025,09/04/2025,07/05/2025,14/05/2025,258
SDATOOL-5930,FIN,Media,"193,978",Media,4,12/04/2019,04/11/2019,07/12/2019,27/12/2019,28/12/2019,260
SDATOOL-3433,ENG,Media,"224,044",Alta,2,21/11/2021,22/08/2022,28/11/2022,05/12/2022,13/12/2022,387
SDATOOL-1255,RCS,Media,"205,797",Media,5,15/01/2023,29/08/2023,17/08/2023,02/09/2023,03/09/2023,231
SDATOOL-8392,GRM,Alta,"213,988",Media,2,12/05/2019,11/10/2019,22/01/2020,30/01/2020,01/02/2020,265
SDATOOL-7084,FIN,Media,"207,552",Media,3,26/08/2021,11/04/2022,07/03/2022,01/04/2022,11/04/2022,228
SDATOOL-6284,T&C,Alta,"252,742",Alta,4,01/01/2019,19/12/2019,28/10/2019,07/11/2019,16/11/2019,319
SDATOOL-6243,ENG,Alta,"211,733",Media,9,28/02/2022,18/09/2022,25/11/2022,06/12/2022,13/12/2022,288
SDATOOL-8413,T&C,Alta,"107,022",Baja,5,04/02/2023,13/06/2023,02/05/2023,22/05/2023,31/05/2023,116
SDATOOL-9329,FIN,Alta,"132,538",Baja,4,18/11/2020,13/04/2021,19/02/2021,16/03/2021,20/03/2021,122
SDATOOL-5033,FIN,Baja,"203,946",Media,1,26/08/2020,22/04/2021,06/04/2021,25/04/2021,30/04/2021,247
SDATOOL-1047,ENG,Media,"258,048",Alta,9,22/10/2022,27/09/2023,17/12/2023,25/12/2023,03/01/2024,438
SDATOOL-4062,ENG,Media,"210,925",Media,4,09/03/2022,06/08/2022,31/07/2022,14/08/2022,16/08/2022,160
SDATOOL-9751,ENG,Baja,"141,783",Media,3,24/05/2021,30/12/2021,08/12/2021,20/12/2021,28/12/2021,218
SDATOOL-4401,ENG,Baja,"200,117",Media,7,23/03/2022,22/11/2022,12/10/2022,28/10/2022,04/11/2022,226
SDATOOL-5290,T&C,Media,"145,055",Media,2,24/06/2024,23/01/2025,30/01/2025,06/02/2025,12/02/2025,233
SDATOOL-1441,RIC,Media,"181,192",Media,7,18/07/2020,24/02/2021,05/01/2021,03/02/2021,05/02/2021,202
SDATOOL-4668,ENG,Media,"262,854",Alta,7,27/09/2021,20/09/2022,10/11/2022,28/11/2022,03/12/2022,432
SDATOOL-3041,CIB,Alta,"205,976",Alta,1,30/10/2022,05/09/2023,28/08/2023,23/09/2023,30/09/2023,335
SDATOOL-9830,CIB,Media,"193,827",Media,3,26/05/2022,07/12/2022,05/11/2022,02/12/2022,09/12/2022,197
SDATOOL-7528,CIB,Media,"134,740",Media,1,12/05/2022,29/01/2023,04/01/2023,12/01/2023,14/01/2023,247
SDATOOL-2627,FIN,Media,"303,013",Alta,6,17/01/2021,28/12/2021,19/01/2022,07/02/2022,12/02/2022,391
SDATOOL-3514,ENG,Media,"226,996",Media,2,28/02/2023,14/08/2023,25/09/2023,21/10/2023,31/10/2023,245
SDATOOL-2760,RCS,Media,"222,375",Media,4,16/12/2019,04/06/2020,28/05/2020,13/06/2020,19/06/2020,186
SDATOOL-9634,FIN,Alta,"307,868",Alta,6,09/11/2019,01/09/2020,07/09/2020,20/09/2020,27/09/2020,323
SDATOOL-3398,FIN,Baja,"135,954",Media,2,21/03/2020,02/09/2020,18/07/2020,10/08/2020,20/08/2020,152
SDATOOL-2004,ENG,Media,"147,604",Baja,4,03/09/2024,22/12/2024,22/02/2025,02/03/2025,12/03/2025,190
SDATOOL-8680,RCS,Media,"123,010",Baja,3,07/07/2025,08/09/2025,07/09/2025,17/09/2025,25/09/2025,80
SDATOOL-8251,CIB,Media,"351,055",Alta,8,23/08/2021,10/07/2022,07/08/2022,15/08/2022,20/08/2022,362
SDATOOL-9092,T&C,Media,"148,076",Media,3,03/04/2021,30/09/2021,13/08/2021,28/08/2021,31/08/2021,150
SDATOOL-3211,FIN,Alta,"137,276",Media,1,14/11/2022,26/06/2023,08/05/2023,03/06/2023,05/06/2023,203
SDATOOL-4445,CIB,Media,"141,906",Media,3,16/10/2019,06/04/2020,07/03/2020,05/04/2020,06/04/2020,173
SDATOOL-2329,CIB,Baja,"216,618",Media,3,19/08/2021,06/03/2022,28/02/2022,19/03/2022,21/03/2022,214
SDATOOL-1906,GRM,Media,"193,364",Alta,1,01/12/2021,01/11/2022,04/10/2022,31/10/2022,03/11/2022,337
SDATOOL-4479,FIN,Baja,"184,118",Media,6,01/03/2023,14/10/2023,21/09/2023,16/10/2023,17/10/2023,230
SDATOOL-4606,ENG,Media,"157,151",Media,5,15/04/2019,17/10/2019,06/10/2019,13/10/2019,21/10/2019,189
SDATOOL-4394,ENG,Alta,"169,713",Media,5,04/11/2019,16/04/2020,13/03/2020,01/04/2020,04/04/2020,152
SDATOOL-9333,RIC,Alta,"131,528",Media,3,23/09/2020,25/02/2021,03/02/2021,19/02/2021,25/02/2021,155
SDATOOL-1382,FIN,Media,"351,047",Alta,9,02/01/2019,28/12/2019,13/01/2020,20/01/2020,24/01/2020,387
SDATOOL-1577,FIN,Alta,"168,704",Media,6,19/05/2019,26/11/2019,31/10/2019,17/11/2019,26/11/2019,191
SDATOOL-9119,ENG,Media,"354,034",Alta,9,03/01/2023,03/10/2023,08/12/2023,25/12/2023,01/01/2024,363
SDATOOL-9191,FIN,Baja,"125,787",Media,1,01/01/2019,12/09/2019,13/08/2019,21/08/2019,23/08/2019,234
SDATOOL-8411,ENG,Media,"349,863",Alta,8,26/03/2021,21/01/2022,11/04/2022,22/04/2022,28/04/2022,398
SDATOOL-3697,CIB,Alta,"328,306",Alta,7,08/07/2023,21/05/2024,15/05/2024,10/06/2024,11/06/2024,339
SDATOOL-2610,ENG,Alta,"109,127",Baja,4,15/12/2022,12/03/2023,03/02/2023,23/02/2023,26/02/2023,73
SDATOOL-7701,ENG,Media,"197,649",Media,7,02/09/2019,12/05/2020,22/05/2020,05/06/2020,10/06/2020,282
SDATOOL-6660,CIB,Alta,"138,320",Media,2,19/10/2023,11/07/2024,23/07/2024,07/08/2024,08/08/2024,294
SDATOOL-3564,FIN,Alta,"326,924",Alta,8,02/06/2022,31/05/2023,29/06/2023,16/07/2023,18/07/2023,411
SDATOOL-6601,CCS,Media,"297,489",Alta,6,14/04/2020,09/01/2021,21/02/2021,15/03/2021,22/03/2021,342
SDATOOL-1505,ENG,Media,"310,657",Alta,6,10/08/2020,13/07/2021,14/07/2021,31/07/2021,09/08/2021,364
SDATOOL-2549,CIB,Baja,"171,359",Media,6,02/12/2022,05/06/2023,04/06/2023,22/06/2023,30/06/2023,210
SDATOOL-7026,GRM,Media,"295,027",Alta,5,10/11/2023,28/09/2024,05/09/2024,30/09/2024,02/10/2024,327
SDATOOL-7934,CIB,Media,"121,011",Media,1,05/03/2020,06/10/2020,02/09/2020,12/09/2020,17/09/2020,196
SDATOOL-8977,ENG,Media,"133,546",Media,1,16/07/2019,20/12/2019,07/12/2019,20/12/2019,21/12/2019,158
SDATOOL-7815,GRM,Baja,"121,672",Media,2,20/12/2023,01/06/2024,23/05/2024,16/06/2024,22/06/2024,185
SDATOOL-1336,CCS,Baja,"148,851",Media,3,06/08/2019,15/03/2020,10/03/2020,21/03/2020,23/03/2020,230
SDATOOL-4262,RCS,Alta,"91,189",Baja,4,30/12/2023,20/03/2024,02/03/2024,21/03/2024,23/03/2024,84
SDATOOL-9971,RIC,Media,"176,177",Media,6,13/12/2021,06/06/2022,22/05/2022,11/06/2022,17/06/2022,186
SDATOOL-8213,FIN,Alta,"238,406",Media,10,07/03/2023,03/11/2023,29/01/2024,21/02/2024,29/02/2024,359
SDATOOL-1557,CCS,Alta,"289,042",Alta,6,09/08/2019,21/06/2020,11/07/2020,23/07/2020,25/07/2020,351
SDATOOL-3355,T&C,Alta,"197,943",Media,6,03/11/2021,09/04/2022,18/05/2022,11/06/2022,18/06/2022,227
SDATOOL-3902,ENG,Alta,"304,695",Alta,6,21/05/2023,02/03/2024,01/06/2024,20/06/2024,27/06/2024,403
SDATOOL-1344,T&C,Media,"146,916",Media,3,16/11/2020,23/05/2021,02/05/2021,30/05/2021,03/06/2021,199
SDATOOL-7514,CIB,Alta,"310,949",Alta,7,01/01/2019,22/12/2019,06/06/2019,02/07/2019,12/07/2019,192
SDATOOL-8761,ENG,Media,"133,890",Baja,3,01/01/2019,10/05/2019,09/03/2019,07/04/2019,15/04/2019,104
SDATOOL-2684,ENG,Media,"318,267",Alta,7,05/07/2020,30/05/2021,22/05/2021,30/05/2021,05/06/2021,335
SDATOOL-1678,CCS,Baja,"150,350",Media,3,27/12/2020,10/06/2021,11/05/2021,26/05/2021,29/05/2021,153
SDATOOL-3725,RCS,Media,"151,978",Baja,4,06/12/2020,13/02/2021,06/04/2021,26/04/2021,29/04/2021,144
SDATOOL-7725,CIB,Alta,"163,644",Baja,4,27/07/2024,01/12/2024,12/12/2024,20/12/2024,29/12/2024,155
SDATOOL-7633,CCS,Alta,"295,219",Alta,5,01/01/2019,14/11/2019,01/08/2019,20/08/2019,26/08/2019,237
SDATOOL-7999,GRM,Media,"293,419",Alta,5,27/01/2024,30/12/2024,08/11/2024,02/12/2024,05/12/2024,313
SDATOOL-9887,CIB,Media,"246,080",Alta,3,05/03/2019,01/12/2019,10/12/2019,21/12/2019,24/12/2019,294
SDATOOL-6871,T&C,Media,"143,346",Media,6,22/11/2024,22/04/2025,20/03/2025,05/04/2025,06/04/2025,135
SDATOOL-2921,ENG,Media,"214,314",Media,6,22/02/2019,09/09/2019,02/10/2019,24/10/2019,29/10/2019,249
SDATOOL-6787,T&C,Media,"218,100",Media,3,11/07/2024,20/12/2024,15/12/2024,13/01/2025,18/01/2025,191
SDATOOL-6164,RIC,Alta,"310,305",Alta,6,26/03/2021,03/01/2022,19/12/2021,15/01/2022,17/01/2022,297
SDATOOL-3525,T&C,Media,"152,278",Media,6,12/09/2021,21/02/2022,19/12/2021,15/01/2022,23/01/2022,133
SDATOOL-4251,GRM,Alta,"216,888",Media,5,31/03/2019,11/09/2019,04/11/2019,18/11/2019,21/11/2019,235
SDATOOL-8059,CIB,Media,"127,947",Media,2,01/09/2024,17/04/2025,13/04/2025,01/05/2025,11/05/2025,252
SDATOOL-1401,FIN,Media,"276,070",Alta,8,09/06/2022,03/06/2023,29/08/2023,10/09/2023,13/09/2023,461
SDATOOL-6002,CCS,Alta,"182,400",Media,5,29/04/2024,06/11/2024,19/09/2024,08/10/2024,18/10/2024,172
SDATOOL-9447,FIN,Media,"257,171",Alta,4,11/07/2020,01/07/2021,09/06/2021,25/06/2021,01/07/2021,355
SDATOOL-1091,ENG,Alta,"121,077",Baja,5,15/06/2020,19/10/2020,07/09/2020,05/10/2020,13/10/2020,120
SDATOOL-5415,RIC,Media,"195,703",Media,1,23/09/2021,23/02/2022,02/05/2022,27/05/2022,04/06/2022,254
SDATOOL-9015,T&C,Alta,"158,373",Media,5,06/10/2024,10/05/2025,22/03/2025,09/04/2025,18/04/2025,194
SDATOOL-3862,CIB,Alta,"158,538",Media,3,18/07/2019,04/03/2020,02/03/2020,16/03/2020,24/03/2020,250
SDATOOL-2739,CCS,Alta,"161,664",Media,5,11/12/2019,03/09/2020,14/09/2020,01/10/2020,02/10/2020,296
SDATOOL-9689,FIN,Media,"226,303",Media,10,31/08/2021,16/05/2022,27/05/2022,07/06/2022,11/06/2022,284
SDATOOL-4243,RCS,Alta,"176,525",Media,6,02/07/2020,25/03/2021,24/01/2021,20/02/2021,01/03/2021,242
SDATOOL-1436,CCS,Alta,"202,514",Media,3,01/01/2019,19/08/2019,01/06/2019,14/06/2019,22/06/2019,172
SDATOOL-8709,T&C,Alta,"313,940",Alta,6,06/08/2022,29/05/2023,20/05/2023,30/05/2023,04/06/2023,302
SDATOOL-1379,ENG,Media,"354,824",Alta,9,27/09/2023,20/09/2024,27/08/2024,07/09/2024,14/09/2024,353
SDATOOL-1873,FIN,Media,"271,368",Alta,5,12/07/2024,31/05/2025,30/07/2025,18/08/2025,25/08/2025,409
SDATOOL-3121,ENG,Media,"356,020",Alta,10,28/03/2021,22/03/2022,26/05/2022,02/06/2022,07/06/2022,436
SDATOOL-8933,CIB,Media,"227,057",Alta,2,06/11/2021,07/10/2022,09/10/2022,26/10/2022,02/11/2022,361
SDATOOL-8223,RIC,Alta,"97,577",Baja,2,01/01/2022,04/04/2022,09/02/2022,01/03/2022,07/03/2022,65
SDATOOL-7382,GRM,Alta,"263,782",Alta,4,25/06/2021,11/04/2022,22/04/2022,01/05/2022,10/05/2022,319
SDATOOL-6895,T&C,Alta,"160,811",Baja,6,02/10/2021,17/01/2022,19/01/2022,29/01/2022,03/02/2022,124
SDATOOL-8662,FIN,Alta,"217,266",Alta,2,10/01/2019,11/10/2019,22/09/2019,15/10/2019,24/10/2019,287
SDATOOL-6740,CIB,Media,"113,017",Baja,1,19/10/2019,27/12/2019,11/12/2019,25/12/2019,03/01/2020,76
SDATOOL-6257,RIC,Media,"144,262",Baja,6,04/09/2024,30/12/2024,21/12/2024,29/12/2024,04/01/2025,122
SDATOOL-8825,RCS,Media,"292,849",Alta,5,18/10/2023,06/09/2024,10/09/2024,20/09/2024,24/09/2024,342
